203,,unique,ATTACHMENTS_HIGH_CALIBER_ENERGY,highcalesdfar,highcal,attachment_icon_slot_overload,ATTACHMENTS_DESC_HIGH_CALIBER_ENERGY,,,,FALSE,,,0,7,0,0,0,regular|hardened|veteran,attachment_icon_showcase_overload
204,,none,ATTACHMENTS_DONE_SELECTING,done,done,,,,,,FALSE,,,0,0,0,0,0,,weapon_missing_image
205,,rail,,chargeshotscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
206,,rail,,ripperscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
207,,rail,,ripperrscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
208,,rail,,ripperlscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
209,,rail,,eradscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
210,,rail,,eradrscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
211,,rail,,eradlscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
212,,rail,,crblscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
213,,rail,,fhrlscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
214,,rail,,revolverlscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
215,,rail,,ump45lscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
216,,rail,,ar57scope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
217,,rail,,ar57lscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
218,,rail,,akerscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
219,,rail,,fmgscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
220,,rail,,fmglscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
221,,rail,,kbsscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
222,,rail,,kbsrscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
223,,rail,,kbslscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
224,,rail,,m8scope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
225,,rail,,m8rscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
226,,rail,,m8lscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
227,,rail,,m8lchargescope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
228,,rail,,cheytacscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
229,,rail,,cheytacrscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
230,,rail,,cheytaclscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
231,,rail,,cheytacrprojscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
232,,rail,,lockonscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
233,,undermount,,arm8,arm8,,,,,,FALSE,,,0,0,0,0,0,veteran,weapon_missing_image
234,,undermount,,arripper,arripper,,,,,,FALSE,,,0,0,0,0,0,veteran,weapon_missing_image
235,,rail,,atomizerscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
236,,rail,,blackholegunscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
237,,rail,,lmg03scope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
238,,rail,,lmg03lscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
239,,rail,,sonicscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
240,,rail,,sonicrscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
241,,rail,,soniclscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
242,,rail,,sdfshottyscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
243,,rail,,sdfshottyrscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
244,,rail,,sdfshottylscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
245,,rail,,devastatorlscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
246,,rail,,m1scope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
247,,rail,,m1rscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
248,,rail,,m1lscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
249,,rail,,reflexm1r_camo,scope,,,,,,FALSE,,,-8,0,-10,0,0,regular|hardened|veteran,weapon_missing_image
250,,undermount,,glarclassic,gl,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
251,,rail,,glproxscope_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
252,,undermount,,axealtfire_throw,axealtfire_throw,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
253,,rail,,ripperrscope_na_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
254,,rail,,m8scope_na_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
255,,rail,,udm45scope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
256,,rail,,udm45lscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
257,,rail,,rvnscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
258,,undermount,ATTACHMENTS_AKIMBO,akimboudm45,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
259,,barrel,ATTACHMENTS_SILENCER,silencerefmghide_camo,silencer,attachment_icon_slot_supressore,ATTACHMENTS_DESC_SILENCER_ENERGY,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,3,0,-5,0,0,hardened|veteran,attachment_icon_showcase_supressore
260,,rail,ATTACHMENTS_ACOG_SCOPE_NO_ALT,acoglmgnoalt_camo_maulermpl,acog,attachment_icon_slot_acog,ATTACHMENTS_ACOG_NO_ALT,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,8,0,0,regular|hardened|veteran,attachment_icon_showcase_acog
261,,rail,ATTACHMENTS_RED_DOT_SIGHT,reflexlmg_camo_maulermpl,reflex,attachment_icon_slot_reflex,ATTACHMENTS_REPLACE_THE_IRON_SIGHTS,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,3,0,0,regular|hardened|veteran,attachment_icon_showcase_reflex
262,,rail,ATTACHMENTS_PHASE_SIGHT,phaselmg_camo_maulermpl,phase,attachment_icon_slot_trojan,ATTACHMENTS_DESC_PHASE_SIGHT,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,5,0,5,0,0,regular|hardened|veteran,attachment_icon_showcase_trojan
263,,rail,ATTACHMENTS_THERMAL,thermallmg_camo_maulermpl,thermal,attachment_icon_slot_thermal,ATTACHMENTS_DESC_THERMAL,PERKS_THERMAL,,,FALSE,,,7,0,6,0,0,hardened|veteran,attachment_icon_showcase_thermal
264,,rail,ATTACHMENTS_HYBRID,hybridlmg_camo_maulermpl,hybrid,attachment_icon_slot_vmh,ATTACHMENTS_DESC_HYBRID,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,10,0,0,hardened|veteran,attachment_icon_showcase_vmh
265,,rail,ATTACHMENTS_ELO,elolmg_camo_maulermpl,elo,attachment_icon_slot_elosight,ATTACHMENTS_DESC_ELO,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_elosight
266,,rail,ATTACHMENTS_ACOG_SCOPE_NO_ALT,acogm1_camo_mpr,acog,attachment_icon_slot_acog,ATTACHMENTS_ACOG_NO_ALT,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,-7,0,-9,0,0,regular|hardened|veteran,attachment_icon_showcase_acog
267,,rail,ATTACHMENTS_ELO,elom1_camo_mpr,elo,attachment_icon_slot_elosight,ATTACHMENTS_DESC_ELO,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,-10,0,-14,0,0,regular|hardened|veteran,attachment_icon_showcase_elosight
268,,rail,ATTACHMENTS_THERMAL,thermalm1_camo_mpr,thermal,attachment_icon_slot_thermal,ATTACHMENTS_DESC_THERMAL,PERKS_THERMAL,,,FALSE,,,3,0,-11,0,0,hardened|veteran,attachment_icon_showcase_thermal
269,,rail,,vrscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
270,,rail,,vrlscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
271,,unique,ATTACHMENTS_HIGH_CALIBER_ENERGY,highcalervn,highcal,attachment_icon_slot_overload,ATTACHMENTS_DESC_HIGH_CALIBER_ENERGY,,,,FALSE,,,0,7,0,0,0,regular|hardened|veteran,attachment_icon_showcase_overload
272,,rail,ATTACHMENTS_ELO,elopstludml,elo,attachment_icon_slot_elosight,ATTACHMENTS_DESC_ELO,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_elosight
273,,rail,ATTACHMENTS_PHASE_SIGHT,phasepstludml,phase,attachment_icon_slot_trojan,ATTACHMENTS_DESC_PHASE_SIGHT,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,5,0,5,0,0,regular|hardened|veteran,attachment_icon_showcase_trojan
274,,rail,ATTACHMENTS_RED_DOT_SIGHT,reflexpstludml,reflex,attachment_icon_slot_reflex,ATTACHMENTS_REPLACE_THE_IRON_SIGHTS,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,3,0,0,regular|hardened|veteran,attachment_icon_showcase_reflex
275,,unique,ATTACHMENTS_HIGH_CALIBER,highcaludml,highcal,attachment_icon_slot_highcaliber,ATTACHMENTS_DESC_HIGH_CALIBER,,,,FALSE,,,0,7,0,0,0,regular|hardened|veteran,attachment_icon_showcase_highcaliber
276,,barrel,ATTACHMENTS_SILENCER,silencersmg_db_camo,silencer,attachment_icon_slot_supressor,ATTACHMENTS_DESC_SILENCER,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,3,0,-5,0,0,hardened|veteran,attachment_icon_showcase_supressor
277,,barrel,,silencersmg_dbl_camo,silencer,,,,,,FALSE,,,3,0,-5,0,0,hardened|veteran,weapon_missing_image
278,,unique,ATTACHMENTS_HIP_AIM,hipaimcrdb,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
279,,rail,ATTACHMENTS_ACOG_SCOPE_NO_ALT,acogsmgcrdb_camo,acog,attachment_icon_slot_acog,ATTACHMENTS_ACOG_NO_ALT,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,8,0,0,regular|hardened|veteran,attachment_icon_showcase_acog
280,,rail,ATTACHMENTS_HYBRID,hybridsmgcrdb_camo,hybrid,attachment_icon_slot_vmh,ATTACHMENTS_DESC_HYBRID,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,10,0,0,hardened|veteran,attachment_icon_showcase_vmh
281,,rail,ATTACHMENTS_HYBRID,hybridvr_camo,hybrid,attachment_icon_slot_vmh,ATTACHMENTS_DESC_HYBRID,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,10,0,0,hardened|veteran,attachment_icon_showcase_vmh
282,,barrel,ATTACHMENTS_SILENCER,silencerehide,silencer,attachment_icon_slot_supressore,ATTACHMENTS_DESC_SILENCER_ENERGY,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,3,0,-5,0,0,hardened|veteran,attachment_icon_showcase_supressore
283,,rail,,ba50calscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
284,,rail,,ba50callscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
285,,barrel,ATTACHMENTS_SILENCER,silencersmgmp28_camo,silencer,attachment_icon_slot_supressor,ATTACHMENTS_DESC_SILENCER,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,3,0,-5,0,0,hardened|veteran,attachment_icon_showcase_supressor
286,,rail,,minilmgscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
287,,undermount,,glmp28,gl,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
288,,undermount,ATTACHMENTS_GRIP,griphidecrdb_camo,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
289,,rail,ATTACHMENTS_HYBRID,hybridlmg_camo_maulermpr,hybrid,attachment_icon_slot_vmh,ATTACHMENTS_DESC_HYBRID,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,10,0,0,hardened|veteran,attachment_icon_showcase_vmh
290,,undermount,,gltacburst,gl,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
291,,undermount,,glsmoke,gl,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
292,,rail,,longshotscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
293,,rail,,longshotlscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
294,,undermount,ATTACHMENTS_SHOTGUN,shotgunlongshot,shotgunlongshot,,,,,,FALSE,,,0,10,0,0,0,veteran,
295,,rail,ATTACHMENTS_HYBRID,hybridsmgeradl_camo,hybrid,attachment_icon_slot_vmh,ATTACHMENTS_DESC_HYBRID,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,10,0,0,hardened|veteran,attachment_icon_showcase_vmh
296,,rail,,mod2187scope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
297,,undermount,ATTACHMENTS_GRIP,griphideshtgn,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
298,,unique,ATTACHMENTS_HIP_AIM,hipaimminilmg,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
299,,unique,ATTACHMENTS_FMJ,fmjakebal,reflect,attachment_icon_slot_armorpiercing,ATTACHMENTS_DESC_FMJ,,,,FALSE,,,0,7,0,0,0,hardened|veteran,attachment_icon_showcase_armorpiercing
300,,unique,ATTACHMENTS_HIGH_CALIBER,highcalakebal,highcal,attachment_icon_slot_highcaliber,ATTACHMENTS_DESC_HIGH_CALIBER,,,,FALSE,,,0,7,0,0,0,regular|hardened|veteran,attachment_icon_showcase_highcaliber
301,,barrel,ATTACHMENTS_BARREL_RANGE,barrelrangeakebal,barrelrange,attachment_icon_slot_riflebarrel,ATTACHMENTS_DESC_BARREL_RANGE,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,0,0,10,0,0,regular|hardened|veteran,attachment_icon_showcase_riflebarrel
302,,unique,ATTACHMENTS_XMAGS,xmagsakebal,xmagse,attachment_icon_slot_extendedmags,ATTACHMENTS_DESC_XMAGS,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_extendedmags
303,,barrel,ATTACHMENTS_SILENCER,silencermod2187l,silencer,attachment_icon_slot_supressor,ATTACHMENTS_DESC_SILENCER,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,3,0,-5,0,0,hardened|veteran,attachment_icon_showcase_supressor
304,,rail,ATTACHMENTS_SMART,smartmod2187_camo,smart,attachment_icon_slot_smartshot,ATTACHMENTS_DESC_SMART,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,10,0,3,0,0,regular|hardened|veteran,attachment_icon_showcase_smartshot
305,,rail,,gausslscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
306,,rail,ATTACHMENTS_ELO,elolongshot,elo,attachment_icon_slot_elosight,ATTACHMENTS_DESC_ELO,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_elosight
307,,unique,ATTACHMENTS_HIP_AIM,hipaimgauss,hipaim,attachment_icon_slot_lasersight,ATTACHMENTS_DESC_HIP_AIM,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,4,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_lasersight
308,,undermount,ATTACHMENTS_AKIMBO,akimbomod2187,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
309,,undermount,ATTACHMENTS_AKIMBO,akimbomod2187l,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
310,,rail,ATTACHMENTS_THERMAL,thermalba50cal,thermal,attachment_icon_slot_thermal,ATTACHMENTS_DESC_THERMAL,PERKS_THERMAL,,,FALSE,,,3,0,-11,0,0,hardened|veteran,attachment_icon_showcase_thermal
311,,barrel,ATTACHMENTS_SILENCER,silencersniperhidelongshot,silencer,attachment_icon_slot_supressor,ATTACHMENTS_DESC_SILENCER,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,3,-3,0,0,0,hardened|veteran,attachment_icon_showcase_supressor
312,,rail,ATTACHMENTS_RED_DOT_SIGHT,reflexshotgunmod2187l,reflex,attachment_icon_slot_reflex,ATTACHMENTS_REPLACE_THE_IRON_SIGHTS,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,3,0,0,regular|hardened|veteran,attachment_icon_showcase_reflex
313,,rail,ATTACHMENTS_PHASE_SIGHT,phaseshotgunmod2187l,phase,attachment_icon_slot_trojan,ATTACHMENTS_DESC_PHASE_SIGHT,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,5,0,5,0,0,regular|hardened|veteran,attachment_icon_showcase_trojan
314,,rail,ATTACHMENTS_ELO,eloshtgnmod2187l,elo,attachment_icon_slot_elosight,ATTACHMENTS_DESC_ELO,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_elosight
315,,rail,,maglscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
316,,rail,ATTACHMENTS_ACOG_SCOPE_NO_ALT,acoglongshot,acog,attachment_icon_slot_acog,ATTACHMENTS_ACOG_NO_ALT,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,-7,0,-9,0,0,regular|hardened|veteran,attachment_icon_showcase_acog
317,,rail,ATTACHMENTS_THERMAL,thermallongshot,thermal,attachment_icon_slot_thermal,ATTACHMENTS_DESC_THERMAL,PERKS_THERMAL,,,FALSE,,,3,0,-11,0,0,hardened|veteran,attachment_icon_showcase_thermal
318,,rail,,gaussscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
319,,unique,ATTACHMENTS_XMAGS,xmagsgauss2,xmags,attachment_icon_slot_extendedmags,ATTACHMENTS_DESC_XMAGS,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_extendedmags
320,,unique,ATTACHMENTS_XMAGS,xmagsgauss3,xmags,attachment_icon_slot_extendedmags,ATTACHMENTS_DESC_XMAGS,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_extendedmags
321,,unique,ATTACHMENTS_XMAGS,xmagsgauss4,xmags,attachment_icon_slot_extendedmags,ATTACHMENTS_DESC_XMAGS,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_extendedmags
322,,rail,,unsalmgscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
323,,rail,,unsalmglscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
324,,rail,ATTACHMENTS_SMART,smartmod2187l,smart,attachment_icon_slot_smartshot,ATTACHMENTS_DESC_SMART,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,10,0,3,0,0,regular|hardened|veteran,attachment_icon_showcase_smartshot
325,,rail,ATTACHMENTS_THERMAL,thermalgauss,thermal,attachment_icon_slot_thermal,ATTACHMENTS_DESC_THERMAL,PERKS_THERMAL,,,FALSE,,,7,0,6,0,0,hardened|veteran,attachment_icon_showcase_thermal
326,,barrel,ATTACHMENTS_SILENCER,silencerhide,silencer,attachment_icon_slot_supressor,ATTACHMENTS_DESC_SILENCER,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,3,0,-5,0,0,hardened|veteran,attachment_icon_showcase_supressor
327,,rail,ATTACHMENTS_ACOG_SCOPE,acoggauss,acog,attachment_icon_slot_acog,ATTACHMENTS_ENHANCED_ZOOM_ACOG_SCOPE,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,8,0,0,regular|hardened|veteran,attachment_icon_showcase_acog
328,,rail,ATTACHMENTS_RED_DOT_SIGHT,reflexgauss,reflex,attachment_icon_slot_reflex,ATTACHMENTS_REPLACE_THE_IRON_SIGHTS,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,3,0,0,regular|hardened|veteran,attachment_icon_showcase_reflex
329,,rail,ATTACHMENTS_PHASE_SIGHT,phasegauss,phase,attachment_icon_slot_trojan,ATTACHMENTS_DESC_PHASE_SIGHT,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,5,0,5,0,0,regular|hardened|veteran,attachment_icon_showcase_trojan
330,,rail,ATTACHMENTS_HYBRID,hybridgauss,hybrid,attachment_icon_slot_vmh,ATTACHMENTS_DESC_HYBRID,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,10,0,0,hardened|veteran,attachment_icon_showcase_vmh
331,,rail,ATTACHMENTS_ELO,elogauss,elo,attachment_icon_slot_elosight,ATTACHMENTS_DESC_ELO,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_elosight
332,,undermount,ATTACHMENTS_AKIMBO,akimbomag,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
333,,rail,,tacburstscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
334,,rail,,tacburstlscope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
335,,unique,ATTACHMENTS_HIGH_CALIBER,highcalmagl,highcal,attachment_icon_slot_highcaliber,ATTACHMENTS_DESC_HIGH_CALIBER,,,,FALSE,,,0,7,0,0,0,regular|hardened|veteran,attachment_icon_showcase_highcaliber
336,,rail,,ripperscopeb_camo,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
337,,rail,ATTACHMENTS_PHASE_SIGHT,phasepstlmag,phase,attachment_icon_slot_trojan,ATTACHMENTS_DESC_PHASE_SIGHT,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,5,0,5,0,0,regular|hardened|veteran,attachment_icon_showcase_trojan
338,,rail,ATTACHMENTS_RED_DOT_SIGHT,reflexpstlmag,reflex,attachment_icon_slot_reflex,ATTACHMENTS_REPLACE_THE_IRON_SIGHTS,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,3,0,0,regular|hardened|veteran,attachment_icon_showcase_reflex
339,,rail,ATTACHMENTS_ELO,elopstlmag,elo,attachment_icon_slot_elosight,ATTACHMENTS_DESC_ELO,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_elosight
340,,undermount,,gltacburst_big,gl,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
341,,undermount,,glsmoke_slow,gl,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
342,,undermount,ATTACHMENTS_SHOTGUN,venomxalt_shotgun,gl,,ATTACHMENTS_DESC_SHOTGUN,PERKS_SHOTGUN,,,FALSE,,,0,10,0,0,0,veteran,
343,,undermount,ATTACHMENTS_SHOTGUN,venomxalt_shotgun_burst,gl,,ATTACHMENTS_DESC_SHOTGUN,PERKS_SHOTGUN,,,FALSE,,,0,10,0,0,0,veteran,
344,,undermount,ATTACHMENTS_SHOTGUN,venomxalt_missile,gl,,ATTACHMENTS_DESC_SHOTGUN,PERKS_SHOTGUN,,,FALSE,,,0,10,0,0,0,veteran,
345,,undermount,ATTACHMENTS_SHOTGUN,venomxalt_missile_charge,gl,,ATTACHMENTS_DESC_SHOTGUN,PERKS_SHOTGUN,,,FALSE,,,0,10,0,0,0,veteran,
346,,undermount,ATTACHMENTS_SHOTGUN,venomxalt_burst,gl,,ATTACHMENTS_DESC_SHOTGUN,PERKS_SHOTGUN,,,FALSE,,,0,10,0,0,0,veteran,
347,,undermount,ATTACHMENTS_GRIP,gripsdflmg,grip,attachment_icon_slot_foregrip,ATTACHMENTS_VERTICAL_FOREGRIP_FOR,PERKS_COMPLETE_THE_MARKSMAN,,,FALSE,,,7,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_foregrip
348,,unique,ATTACHMENTS_HIGH_CALIBER,highcalunsalmg,highcal,attachment_icon_slot_highcaliber,ATTACHMENTS_DESC_HIGH_CALIBER,,,,FALSE,,,0,7,0,0,0,regular|hardened|veteran,attachment_icon_showcase_highcaliber
